ID_VMP_NM;VMP_NM;VERSION;DATE_FROM;DATE_TO
1668;Estradiol 100micrograms/24hours transdermal patches;1;2018-11-07;2018-11-07
1669;Estradiol 10microgram pessaries;1;2018-11-07;2018-11-07
1670;Estradiol 1mg / Drospirenone 2mg tablets;1;2018-11-07;2018-11-07
1671;Estradiol 1mg / Dydrogesterone 5mg tablets;1;2018-11-07;2018-11-07
1672;Estradiol 1mg / Norethisterone acetate 500microgram tablets;1;2018-11-07;2018-11-07
1673;Estradiol 1mg gel sachets;1;2018-11-07;2018-11-07
1674;Estradiol 1mg tablets;1;2018-11-07;2018-11-07
1675;Estradiol 25microgram pessaries;1;2018-11-07;2018-11-07
1676;Estradiol 25micrograms/24hours transdermal patches;1;2018-11-07;2018-11-07
1677;Estradiol 2mg / Norethisterone acetate 1mg tablets;1;2018-11-07;2018-11-07
1678;Estradiol 2mg tablets;1;2018-11-07;2018-11-07
1679;Estradiol 37.5micrograms/24hours transdermal patches;1;2018-11-07;2018-11-07
1680;Estradiol 40micrograms/24hours transdermal patches;1;2018-11-07;2018-11-07
1681;Estradiol 500microgram gel sachets;1;2018-11-07;2018-11-07
1682;Estradiol 500micrograms / Dydrogesterone 2.5mg tablets;1;2018-11-07;2018-11-07
1683;Estradiol 50micrograms/24hours / Levonorgestrel 7micrograms/24hours transdermal patches;1;2018-11-07;2018-11-07
1684;Estradiol 50micrograms/24hours / Norethisterone 170micrograms/24hours transdermal patches;1;2018-11-07;2018-11-07
1685;Estradiol 50micrograms/24hours transdermal patches;1;2018-11-07;2018-11-07
1686;Estradiol 7.5micrograms/24hours vaginal delivery system;1;2018-11-07;2018-11-07
1687;Estradiol 75micrograms/24hours transdermal patches;1;2018-11-07;2018-11-07
1688;Estradiol 80micrograms/24hours transdermal patches;1;2018-11-07;2018-11-07
1689;Estradiol valerate 1mg / Medroxyprogesterone 2.5mg tablets;1;2018-11-07;2018-11-07
1690;Estradiol valerate 1mg / Medroxyprogesterone 5mg tablets;1;2018-11-07;2018-11-07
1691;Estradiol valerate 1mg tablets;1;2018-11-07;2018-11-07
1692;Estradiol valerate 2mg / Medroxyprogesterone 5mg tablets;1;2018-11-07;2018-11-07
1693;Estradiol valerate 2mg / Norethisterone 700microgram tablets;1;2018-11-07;2018-11-07
1694;Estradiol valerate 2mg tablets;1;2018-11-07;2018-11-07
1695;Estramustine 140mg capsules;1;2018-11-07;2018-11-07
1696;Estriol 0.01% cream with applicator;1;2018-11-07;2018-11-07
1697;Estriol 0.1% cream;1;2018-11-07;2018-11-07
1698;Estriol 500microgram pessaries;1;2018-11-07;2018-11-07
1699;Etamsylate 500mg tablets;1;2018-11-07;2018-11-07
1700;Etanercept 25mg powder and solvent for solution for injection vials;1;2018-11-07;2018-11-07
1701;Etanercept 25mg/0.5ml solution for injection pre-filled syringes;1;2018-11-07;2018-11-07
1702;Ethambutol 100mg tablets;1;2018-11-07;2018-11-07
1703;Ethambutol 400mg tablets;1;2018-11-07;2018-11-07
1704;Ethanol 90% including duty;1;2018-11-07;2018-11-07
1705;Ethinylestradiol 10microgram tablets;1;2018-11-07;2018-11-07
1706;Ethinylestradiol 1mg tablets;1;2018-11-07;2018-11-07
1707;Ethinylestradiol 2.7mg / Etonogestrel 11.7mg vaginal delivery system;1;2018-11-07;2018-11-07
1708;Ethinylestradiol 20microgram / Desogestrel 150microgram tablets;1;2018-11-07;2018-11-07
1709;Ethinylestradiol 20microgram / Drospirenone 3mg tablets;1;2018-11-07;2018-11-07
1710;Ethinylestradiol 20microgram / Gestodene 75microgram tablets;1;2018-11-07;2018-11-07
1711;Ethinylestradiol 20microgram / Norethisterone acetate 1mg tablets;1;2018-11-07;2018-11-07
1712;Ethinylestradiol 2microgram tablets;1;2018-11-07;2018-11-07
1713;Ethinylestradiol 30microgram / Desogestrel 150microgram tablets;1;2018-11-07;2018-11-07
1714;Ethinylestradiol 30microgram / Drospirenone 3mg tablets;1;2018-11-07;2018-11-07
1715;Ethinylestradiol 30microgram / Gestodene 75microgram tablets;1;2018-11-07;2018-11-07
1716;Ethinylestradiol 30microgram / Levonorgestrel 150microgram tablets;1;2018-11-07;2018-11-07
1717;Ethinylestradiol 30microgram / Norethisterone acetate 1.5mg tablets;1;2018-11-07;2018-11-07
1718;Ethinylestradiol 33.9micrograms/24hours / Norelgestromin 203micrograms/24hours transdermal patches;1;2018-11-07;2018-11-07
1719;Ethinylestradiol 35microgram / Norethisterone 1mg tablets;1;2018-11-07;2018-11-07
1720;Ethinylestradiol 35microgram / Norethisterone 500microgram tablets;1;2018-11-07;2018-11-07
1721;Ethinylestradiol 35microgram / Norgestimate 250microgram tablets;1;2018-11-07;2018-11-07
1722;Ethinylestradiol 50microgram tablets;1;2018-11-07;2018-11-07
1723;Ethosuximide 250mg capsules;1;2018-11-07;2018-11-07
1724;Ethosuximide 250mg/5ml oral solution;1;2018-11-07;2018-11-07
1725;Etodolac 300mg capsules;1;2018-11-07;2018-11-07
1726;Etodolac 600mg modified-release tablets;1;2018-11-07;2018-11-07
1727;Etonogestrel 68mg implant;1;2018-11-07;2018-11-07
1728;Etoricoxib 120mg tablets;1;2018-11-07;2018-11-07
1729;Etoricoxib 30mg tablets;1;2018-11-07;2018-11-07
1730;Etoricoxib 60mg tablets;1;2018-11-07;2018-11-07
1731;Etoricoxib 90mg tablets;1;2018-11-07;2018-11-07
1732;Etynodiol 500microgram tablets;1;2018-11-07;2018-11-07
1733;Eucalyptus oil liquid;1;2018-11-07;2018-11-07
1734;Everolimus 5mg tablets;1;2018-11-07;2018-11-07
1735;Evolocumab 140mg/1ml solution for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
1736;Exemestane 25mg tablets;1;2018-11-07;2018-11-07
1737;Exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices;1;2018-11-07;2018-11-07
1738;Exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
1739;Exenatide 2mg powder and solvent for prolonged-release suspension for injection vials;1;2018-11-07;2018-11-07
1740;Exenatide 2mg powder and solvent for suspension for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
1741;Exenatide 2mg powder and solvent for suspension for injection vials;1;2018-11-07;2018-11-07
1742;Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices;1;2018-11-07;2018-11-07
1743;Eye bath;1;2018-11-07;2018-11-07
1744;Eye drop dispenser;1;2018-11-07;2018-11-07
1745;Eye pad No 16 with bandage BPC;1;2018-11-07;2018-11-07
1746;Eye shade;1;2018-11-07;2018-11-07
1747;Ezetimibe 10mg tablets;1;2018-11-07;2018-11-07
1748;Faecal collectors;1;2018-11-07;2018-11-07
1749;Famciclovir 125mg tablets;1;2018-11-07;2018-11-07
1750;Famciclovir 250mg tablets;1;2018-11-07;2018-11-07
1751;Famciclovir 500mg tablets;1;2018-11-07;2018-11-07
1752;Famciclovir 750mg tablets;1;2018-11-07;2018-11-07
1753;Famotidine 20mg tablets;1;2018-11-07;2018-11-07
1754;Famotidine 40mg tablets;1;2018-11-07;2018-11-07
1755;Febuxostat 120mg tablets;1;2018-11-07;2018-11-07
1756;Febuxostat 80mg tablets;1;2018-11-07;2018-11-07
1757;Felbinac 3% gel;1;2018-11-07;2018-11-07
1758;Felbinac 3.17% foam;1;2018-11-07;2018-11-07
1759;Felodipine 10mg modified-release tablets;1;2018-11-07;2018-11-07
1760;Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets;1;2018-11-07;2018-11-07
1761;Felodipine 2.5mg modified-release tablets;1;2018-11-07;2018-11-07
1762;Felodipine 5mg modified-release / Ramipril 5mg tablets;1;2018-11-07;2018-11-07
1763;Felodipine 5mg modified-release tablets;1;2018-11-07;2018-11-07
1764;Fenofibrate 145mg / Simvastatin 20mg tablets;1;2018-11-07;2018-11-07
1765;Fenofibrate 145mg / Simvastatin 40mg tablets;1;2018-11-07;2018-11-07
1766;Fenofibrate micronised 160mg tablets;1;2018-11-07;2018-11-07
1767;Fenofibrate micronised 200mg capsules;1;2018-11-07;2018-11-07
1768;Fenofibrate micronised 267mg capsules;1;2018-11-07;2018-11-07
1769;Fenofibrate micronised 67mg capsules;1;2018-11-07;2018-11-07
1770;Fenoprofen 300mg tablets;1;2018-11-07;2018-11-07
1771;Fentanyl 1.2mg lozenges;1;2018-11-07;2018-11-07
1772;Fentanyl 1.6mg lozenges;1;2018-11-07;2018-11-07
1773;Fentanyl 100microgram buccal tablets sugar free;1;2018-11-07;2018-11-07
1774;Fentanyl 100microgram sublingual tablets sugar free;1;2018-11-07;2018-11-07
1775;Fentanyl 100micrograms/dose nasal spray;1;2018-11-07;2018-11-07
1776;Fentanyl 100micrograms/hour transdermal patches;1;2018-11-07;2018-11-07
1777;Fentanyl 12micrograms/hour transdermal patches;1;2018-11-07;2018-11-07
1778;Fentanyl 200microgram buccal tablets sugar free;1;2018-11-07;2018-11-07
1779;Fentanyl 200microgram lozenges;1;2018-11-07;2018-11-07
1780;Fentanyl 200microgram sublingual tablets sugar free;1;2018-11-07;2018-11-07
1781;Fentanyl 200micrograms/dose nasal spray;1;2018-11-07;2018-11-07
1782;Fentanyl 25micrograms/hour transdermal patches;1;2018-11-07;2018-11-07
1783;Fentanyl 300microgram sublingual tablets sugar free;1;2018-11-07;2018-11-07
1784;Fentanyl 37.5microgram/hour transdermal patches;1;2018-11-07;2018-11-07
1785;Fentanyl 400microgram buccal tablets sugar free;1;2018-11-07;2018-11-07
1786;Fentanyl 400microgram lozenges;1;2018-11-07;2018-11-07
1787;Fentanyl 400microgram sublingual tablets sugar free;1;2018-11-07;2018-11-07
1788;Fentanyl 400micrograms/dose nasal spray;1;2018-11-07;2018-11-07
1789;Fentanyl 500micrograms/10ml solution for injection ampoules;1;2018-11-07;2018-11-07
1790;Fentanyl 50micrograms/dose nasal spray;1;2018-11-07;2018-11-07
1791;Fentanyl 50micrograms/hour transdermal patches;1;2018-11-07;2018-11-07
1792;Fentanyl 600microgram buccal tablets sugar free;1;2018-11-07;2018-11-07
1793;Fentanyl 600microgram lozenges;1;2018-11-07;2018-11-07
1794;Fentanyl 600microgram sublingual tablets sugar free;1;2018-11-07;2018-11-07
1795;Fentanyl 75micrograms/hour transdermal patches;1;2018-11-07;2018-11-07
1796;Fentanyl 800microgram buccal tablets sugar free;1;2018-11-07;2018-11-07
1797;Fentanyl 800microgram lozenges;1;2018-11-07;2018-11-07
1798;Fentanyl 800microgram sublingual tablets sugar free;1;2018-11-07;2018-11-07
1799;Ferric chloride solution;1;2018-11-07;2018-11-07
1800;Ferric maltol (iron 30mg) capsules;1;2018-11-07;2018-11-07
1801;Ferrous fumarate 140mg/5ml oral solution;1;2018-11-07;2018-11-07
1802;Ferrous fumarate 140mg/5ml oral solution sugar free;1;2018-11-07;2018-11-07
1803;Ferrous fumarate 210mg tablets;1;2018-11-07;2018-11-07
1804;Ferrous fumarate 305mg / Folic acid 350microgram capsules;1;2018-11-07;2018-11-07
1805;Ferrous fumarate 305mg capsules;1;2018-11-07;2018-11-07
1806;Ferrous fumarate 322mg / Folic acid 350microgram tablets;1;2018-11-07;2018-11-07
1807;Ferrous fumarate 322mg tablets;1;2018-11-07;2018-11-07
1808;Ferrous gluconate 300mg tablets;1;2018-11-07;2018-11-07
1809;Ferrous sulfate 125mg/ml oral drops sugar free;1;2018-11-07;2018-11-07
1810;Ferrous sulfate 200mg tablets;1;2018-11-07;2018-11-07
1811;Ferrous sulfate 325mg / Ascorbic acid 500mg modified-release tablets;1;2018-11-07;2018-11-07
1812;Ferrous sulfate 325mg / Folic acid 350microgram modified-release tablets;1;2018-11-07;2018-11-07
1813;Ferrous sulfate 325mg modified-release tablets;1;2018-11-07;2018-11-07
1814;Fesoterodine 4mg modified-release tablets;1;2018-11-07;2018-11-07
1815;Fesoterodine 8mg modified-release tablets;1;2018-11-07;2018-11-07
1816;Fexofenadine 120mg tablets;1;2018-11-07;2018-11-07
1817;Fexofenadine 180mg tablets;1;2018-11-07;2018-11-07
1818;Fexofenadine 30mg tablets;1;2018-11-07;2018-11-07
1819;Filgrastim 30million units/0.5ml solution for injection pre-filled syringes;1;2018-11-07;2018-11-07
1820;Filgrastim 30million units/1ml solution for injection vials;1;2018-11-07;2018-11-07
1821;Filmated gauze swab BP 1988 8ply non-sterile 10cm x 10cm;1;2018-11-07;2018-11-07
1822;Filmated non-woven fabric swab 8ply non-sterile 10cm x 10cm;1;2018-11-07;2018-11-07
1823;Finasteride 5mg tablets;1;2018-11-07;2018-11-07
1824;Finger cot;1;2018-11-07;2018-11-07
1825;Finger stalls plastic medium;1;2018-11-07;2018-11-07
1826;Fish oil capsules;1;2018-11-07;2018-11-07
1827;Flavoxate 200mg tablets;1;2018-11-07;2018-11-07
1828;Flecainide 100mg tablets;1;2018-11-07;2018-11-07
1829;Flecainide 150mg/15ml solution for injection ampoules;1;2018-11-07;2018-11-07
1830;Flecainide 200mg modified-release capsules;1;2018-11-07;2018-11-07
1831;Flecainide 50mg tablets;1;2018-11-07;2018-11-07
1832;Flexible collodion methylated;1;2018-11-07;2018-11-07
1833;Flucloxacillin 125mg/5ml oral solution;1;2018-11-07;2018-11-07
1834;Flucloxacillin 125mg/5ml oral solution sugar free;1;2018-11-07;2018-11-07
1835;Flucloxacillin 250mg capsules;1;2018-11-07;2018-11-07
1836;Flucloxacillin 250mg/5ml oral solution;1;2018-11-07;2018-11-07
1837;Flucloxacillin 250mg/5ml oral solution sugar free;1;2018-11-07;2018-11-07
1838;Flucloxacillin 500mg capsules;1;2018-11-07;2018-11-07
1839;Fluconazole 150mg capsule and Clotrimazole 2% cream;1;2018-11-07;2018-11-07
1840;Fluconazole 150mg capsules;1;2018-11-07;2018-11-07
1841;Fluconazole 200mg capsules;1;2018-11-07;2018-11-07
1842;Fluconazole 200mg/5ml oral suspension;1;2018-11-07;2018-11-07
1843;Fluconazole 50mg capsules;1;2018-11-07;2018-11-07
1844;Fluconazole 50mg/5ml oral suspension;1;2018-11-07;2018-11-07
1845;Fludrocortisone 100microgram tablets;1;2018-11-07;2018-11-07
1846;Fludroxycortide 0.0125% cream;1;2018-11-07;2018-11-07
1847;Fludroxycortide 0.0125% ointment;1;2018-11-07;2018-11-07
1848;Fludroxycortide 4micrograms/square cm tape 7.5cm;1;2018-11-07;2018-11-07
1849;Flumazenil 500micrograms/5ml solution for injection ampoules;1;2018-11-07;2018-11-07
1850;Flumetasone 0.02% / Clioquinol 1% ear drops;1;2018-11-07;2018-11-07
1851;Fluocinolone acetonide 0.0025% cream;1;2018-11-07;2018-11-07
1852;Fluocinolone acetonide 0.00625% cream;1;2018-11-07;2018-11-07
1853;Fluocinolone acetonide 0.00625% ointment;1;2018-11-07;2018-11-07
1854;Fluocinolone acetonide 0.025% / Clioquinol 3% cream;1;2018-11-07;2018-11-07
1855;Fluocinolone acetonide 0.025% / Clioquinol 3% ointment;1;2018-11-07;2018-11-07
1856;Fluocinolone acetonide 0.025% / Neomycin 0.5% cream;1;2018-11-07;2018-11-07
1857;Fluocinolone acetonide 0.025% / Neomycin 0.5% ointment;1;2018-11-07;2018-11-07
1858;Fluocinolone acetonide 0.025% cream;1;2018-11-07;2018-11-07
1859;Fluocinolone acetonide 0.025% gel;1;2018-11-07;2018-11-07
1860;Fluocinolone acetonide 0.025% ointment;1;2018-11-07;2018-11-07
1861;Fluocinonide 0.05% cream;1;2018-11-07;2018-11-07
1862;Fluocinonide 0.05% ointment;1;2018-11-07;2018-11-07
1863;Fluocortolone 0.25% / Fluocortolone hexanoate 0.25% ointment;1;2018-11-07;2018-11-07
1864;Fluocortolone hexanoate 0.25% / Fluocortolone pivalate 0.25% cream;1;2018-11-07;2018-11-07
1865;Fluorescein 1% eye drops 0.5ml unit dose preservative free;1;2018-11-07;2018-11-07
1866;Fluorescein 2% eye drops 0.5ml unit dose preservative free;1;2018-11-07;2018-11-07
1867;Fluorometholone 0.1% eye drops;1;2018-11-07;2018-11-07
1868;Fluorouracil 0.5% / Salicylic acid 10% cutaneous solution;1;2018-11-07;2018-11-07
1869;Fluorouracil 5% cream;1;2018-11-07;2018-11-07
1870;Fluoxetine 10mg capsules;1;2018-11-07;2018-11-07
1871;Fluoxetine 10mg tablets;1;2018-11-07;2018-11-07
1872;Fluoxetine 20mg capsules;1;2018-11-07;2018-11-07
1873;Fluoxetine 20mg dispersible tablets sugar free;1;2018-11-07;2018-11-07
1874;Fluoxetine 20mg/5ml oral solution;1;2018-11-07;2018-11-07
1875;Fluoxetine 20mg/5ml oral solution sugar free;1;2018-11-07;2018-11-07
1876;Fluoxetine 30mg capsules;1;2018-11-07;2018-11-07
1877;Fluoxetine 40mg capsules;1;2018-11-07;2018-11-07
1878;Fluoxetine 60mg capsules;1;2018-11-07;2018-11-07
1879;Flupentixol 100mg/1ml solution for injection ampoules;1;2018-11-07;2018-11-07
1880;Flupentixol 1mg tablets;1;2018-11-07;2018-11-07
1881;Flupentixol 200mg/1ml solution for injection ampoules;1;2018-11-07;2018-11-07
1882;Flupentixol 20mg/1ml solution for injection ampoules;1;2018-11-07;2018-11-07
1883;Flupentixol 3mg tablets;1;2018-11-07;2018-11-07
1884;Flupentixol 40mg/2ml solution for injection ampoules;1;2018-11-07;2018-11-07
1885;Flupentixol 500microgram tablets;1;2018-11-07;2018-11-07
1886;Flupentixol 50mg/0.5ml solution for injection ampoules;1;2018-11-07;2018-11-07
1887;Fluphenazine decanoate 100mg/1ml solution for injection ampoules;1;2018-11-07;2018-11-07
1888;Fluphenazine decanoate 12.5mg/0.5ml solution for injection ampoules;1;2018-11-07;2018-11-07
1889;Fluphenazine decanoate 25mg/1ml solution for injection ampoules;1;2018-11-07;2018-11-07
1890;Fluphenazine decanoate 50mg/0.5ml solution for injection ampoules;1;2018-11-07;2018-11-07
1891;Fluphenazine decanoate 50mg/2ml solution for injection ampoules;1;2018-11-07;2018-11-07
1892;Flurbiprofen 0.03% eye drops 0.4ml unit dose preservative free;1;2018-11-07;2018-11-07
1893;Flurbiprofen 100mg tablets;1;2018-11-07;2018-11-07
1894;Flurbiprofen 50mg tablets;1;2018-11-07;2018-11-07
1895;Flurbiprofen 8.75mg lozenges;1;2018-11-07;2018-11-07
1896;Flutamide 250mg tablets;1;2018-11-07;2018-11-07
1897;Fluticasone 0.005% ointment;1;2018-11-07;2018-11-07
1898;Fluticasone 0.05% cream;1;2018-11-07;2018-11-07
1899;Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free;1;2018-11-07;2018-11-07
1900;Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free;1;2018-11-07;2018-11-07
1901;Fluticasone 125micrograms/dose inhaler CFC free;1;2018-11-07;2018-11-07
1902;Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free;1;2018-11-07;2018-11-07
1903;Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free;1;2018-11-07;2018-11-07
1904;Fluticasone 250micrograms/dose inhaler CFC free;1;2018-11-07;2018-11-07
1905;Fluticasone 2mg/2ml nebuliser liquid unit dose vials;1;2018-11-07;2018-11-07
1906;Fluticasone 400microgram/unit dose nasal drops;1;2018-11-07;2018-11-07
1907;Fluticasone 500micrograms/2ml nebuliser liquid unit dose vials;1;2018-11-07;2018-11-07
1908;Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free;1;2018-11-07;2018-11-07
1909;Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free;1;2018-11-07;2018-11-07
1910;Fluticasone 50micrograms/dose inhaler CFC free;1;2018-11-07;2018-11-07
1911;Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler;1;2018-11-07;2018-11-07
1912;Fluticasone furoate 27.5micrograms/dose nasal spray;1;2018-11-07;2018-11-07
1913;Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler;1;2018-11-07;2018-11-07
1914;Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler;1;2018-11-07;2018-11-07
1915;Fluticasone propionate 100micrograms/dose dry powder inhaler;1;2018-11-07;2018-11-07
1916;Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler;1;2018-11-07;2018-11-07
1917;Fluticasone propionate 250micrograms/dose dry powder inhaler;1;2018-11-07;2018-11-07
1918;Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler;1;2018-11-07;2018-11-07
1919;Fluticasone propionate 500micrograms/dose dry powder inhaler;1;2018-11-07;2018-11-07
1920;Fluticasone propionate 50micrograms/dose / Azelastine 137micrograms/dose nasal spray;1;2018-11-07;2018-11-07
1921;Fluticasone propionate 50micrograms/dose dry powder inhaler;1;2018-11-07;2018-11-07
1922;Fluticasone propionate 50micrograms/dose nasal spray;1;2018-11-07;2018-11-07
1923;Fluvastatin 20mg capsules;1;2018-11-07;2018-11-07
1924;Fluvastatin 40mg capsules;1;2018-11-07;2018-11-07
1925;Fluvastatin 80mg modified-release tablets;1;2018-11-07;2018-11-07
1926;Fluvoxamine 100mg tablets;1;2018-11-07;2018-11-07
1927;Fluvoxamine 50mg tablets;1;2018-11-07;2018-11-07
1928;Foley catheter female 12Ch;1;2018-11-07;2018-11-07
1929;Foley catheter female 14Ch;1;2018-11-07;2018-11-07
1930;Foley catheter female 16Ch;1;2018-11-07;2018-11-07
1931;Foley catheter female 18Ch;1;2018-11-07;2018-11-07
1932;Foley catheter female 20Ch;1;2018-11-07;2018-11-07
1933;Foley catheter female 22Ch;1;2018-11-07;2018-11-07
1934;Foley catheter female 24Ch;1;2018-11-07;2018-11-07
1935;Foley catheter female 26Ch;1;2018-11-07;2018-11-07
1936;Foley catheter male 12Ch;1;2018-11-07;2018-11-07
1937;Foley catheter male 14Ch;1;2018-11-07;2018-11-07
1938;Foley catheter male 16Ch;1;2018-11-07;2018-11-07
1939;Foley catheter male 18Ch;1;2018-11-07;2018-11-07
1940;Foley catheter male 20Ch;1;2018-11-07;2018-11-07
1941;Foley catheter male 22Ch;1;2018-11-07;2018-11-07
1942;Foley catheter male 24Ch;1;2018-11-07;2018-11-07
1943;Foley catheter male 26Ch;1;2018-11-07;2018-11-07
1944;Foley catheter paediatric 10Ch;1;2018-11-07;2018-11-07
1945;Foley catheter paediatric 6Ch;1;2018-11-07;2018-11-07
1946;Foley catheter paediatric 8Ch;1;2018-11-07;2018-11-07
1947;Folic acid 2.5mg/5ml oral solution sugar free;1;2018-11-07;2018-11-07
1948;Folic acid 400microgram tablets;1;2018-11-07;2018-11-07
1949;Folic acid 5mg tablets;1;2018-11-07;2018-11-07
1950;Folic acid 5mg/5ml oral solution sugar free;1;2018-11-07;2018-11-07
1951;Follitropin alfa 150unit / Lutropin alfa 75unit powder and solvent for solution for injection vials;1;2018-11-07;2018-11-07
1952;Follitropin alfa 300units/0.5ml solution for injection pre-filled syringes;1;2018-11-07;2018-11-07
1953;Follitropin alfa 450units/0.75ml solution for injection pre-filled syringes;1;2018-11-07;2018-11-07
1954;Follitropin alfa 900units/1.5ml solution for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
1955;Follitropin alfa 900units/1.5ml solution for injection pre-filled syringes;1;2018-11-07;2018-11-07
1956;Follitropin beta 50units/0.5ml solution for injection vials;1;2018-11-07;2018-11-07
1957;Fondaparinux sodium 1.5mg/0.3ml solution for injection pre-filled syringes;1;2018-11-07;2018-11-07
1958;Fondaparinux sodium 10mg/0.8ml solution for injection pre-filled syringes;1;2018-11-07;2018-11-07
1959;Fondaparinux sodium 2.5mg/0.5ml solution for injection pre-filled syringes;1;2018-11-07;2018-11-07
1960;Fondaparinux sodium 5mg/0.4ml solution for injection pre-filled syringes;1;2018-11-07;2018-11-07
1961;Fondaparinux sodium 7.5mg/0.6ml solution for injection pre-filled syringes;1;2018-11-07;2018-11-07
1962;Formaldehyde (Buffered) 4% solution;1;2018-11-07;2018-11-07
1963;Formaldehyde 0.75% gel;1;2018-11-07;2018-11-07
1964;Formaldehyde solution;1;2018-11-07;2018-11-07
1965;Formoterol 12microgram inhalation powder capsules with device;1;2018-11-07;2018-11-07
1966;Formoterol 12micrograms/dose dry powder inhaler;1;2018-11-07;2018-11-07
1967;Formoterol 12micrograms/dose inhaler CFC free;1;2018-11-07;2018-11-07
1968;Formoterol 6micrograms/dose dry powder inhaler;1;2018-11-07;2018-11-07
1969;Fosfomycin 3g granules sachets;1;2018-11-07;2018-11-07
1970;Fosinopril 10mg tablets;1;2018-11-07;2018-11-07
1971;Fosinopril 20mg tablets;1;2018-11-07;2018-11-07
1972;Fosphenytoin 750mg/10ml solution for injection vials;1;2018-11-07;2018-11-07
1973;Frovatriptan 2.5mg tablets;1;2018-11-07;2018-11-07
1974;Fulvestrant 250mg/5ml solution for injection pre-filled syringes;1;2018-11-07;2018-11-07
1975;Furosemide 20mg tablets;1;2018-11-07;2018-11-07
1976;Furosemide 20mg/2ml solution for injection ampoules;1;2018-11-07;2018-11-07
1977;Furosemide 20mg/5ml oral solution sugar free;1;2018-11-07;2018-11-07
1978;Furosemide 40mg tablets;1;2018-11-07;2018-11-07
1979;Furosemide 40mg/5ml oral solution sugar free;1;2018-11-07;2018-11-07
1980;Furosemide 500mg tablets;1;2018-11-07;2018-11-07
1981;Furosemide 50mg/5ml oral solution sugar free;1;2018-11-07;2018-11-07
1982;Furosemide 50mg/5ml solution for injection ampoules;1;2018-11-07;2018-11-07
1983;Fusidic acid 1% modified-release eye drops;1;2018-11-07;2018-11-07
1984;Fusidic acid 2% cream;1;2018-11-07;2018-11-07
1985;Fusidic acid 250mg/5ml oral suspension;1;2018-11-07;2018-11-07
1986;Gabapentin 100mg capsules;1;2018-11-07;2018-11-07
1987;Gabapentin 300mg capsules;1;2018-11-07;2018-11-07
1988;Gabapentin 400mg capsules;1;2018-11-07;2018-11-07
1989;Gabapentin 50mg/ml oral solution sugar free;1;2018-11-07;2018-11-07
1990;Gabapentin 600mg tablets;1;2018-11-07;2018-11-07
1991;Gabapentin 800mg tablets;1;2018-11-07;2018-11-07
1992;Galantamine 12mg tablets;1;2018-11-07;2018-11-07
1993;Galantamine 16mg modified-release capsules;1;2018-11-07;2018-11-07
1994;Galantamine 20mg/5ml oral solution sugar free;1;2018-11-07;2018-11-07
1995;Galantamine 24mg modified-release capsules;1;2018-11-07;2018-11-07
1996;Galantamine 8mg modified-release capsules;1;2018-11-07;2018-11-07
1997;Galantamine 8mg tablets;1;2018-11-07;2018-11-07
1998;Gamolenic acid 40mg capsules;1;2018-11-07;2018-11-07
1999;Gamolenic acid 80mg capsules;1;2018-11-07;2018-11-07
2000;Ganciclovir 0.15% eye gel;1;2018-11-07;2018-11-07
2001;Gauze and cotton tissue BP 1988;1;2018-11-07;2018-11-07
2002;Gauze and cotton tissue Drug Tariff;1;2018-11-07;2018-11-07
2003;Gauze swab type 13 light BP 1988 8ply non-sterile 10cm x 10cm;1;2018-11-07;2018-11-07
2004;Gauze swab type 13 light BP 1988 8ply sterile 7.5cm x 7.5cm;1;2018-11-07;2018-11-07
2005;Gellhorn pessary 38mm diameter, silicone;1;2018-11-07;2018-11-07
2006;Gellhorn pessary 45mm diameter, silicone;1;2018-11-07;2018-11-07
2007;Gellhorn pessary 51mm diameter, silicone;1;2018-11-07;2018-11-07
2008;Gellhorn pessary 57mm diameter, silicone;1;2018-11-07;2018-11-07
2009;Gellhorn pessary 64mm diameter, silicone;1;2018-11-07;2018-11-07
2010;Gellhorn pessary 70mm diameter, silicone;1;2018-11-07;2018-11-07
2011;Gellhorn pessary 76mm diameter, silicone;1;2018-11-07;2018-11-07
