ID_AMP_NM;AMP_NM;BNF_CODE;PRESENTATION;STRENGTH;VERSION;DATE_FROM;DATE_TO
3000;;0905022T0AAABAB;Chewable tablet;750mg;1;2018-11-09;2018-11-09
3001;;0905022T0AAACAC;Chewable tablet;1g;1;2018-11-09;2018-11-09
3002;;0905022T0AAADAD;Powder;1g;1;2018-11-09;2018-11-09
3003;;0905022T0AAAEAE;Powder;750mg;1;2018-11-09;2018-11-09
3004;;0905030G0AAARAR;Tablet;1.1mg;1;2018-11-09;2018-11-09
3005;;0905030G0AAATAT;Tablet;2.2mg;1;2018-11-09;2018-11-09
3006;;0905030G0AABBBB;Oral drops;0%;1;2018-11-09;2018-11-09
3007;;0905030G0AABBBB;Oral drops;0.37%;1;2018-11-09;2018-11-09
3008;;0905030G0AABCBC;Mouthwash;0;1;2018-11-09;2018-11-09
3009;;0905030G0AABCBC;Mouthwash;0%;1;2018-11-09;2018-11-09
3010;;0905030G0AABCBC;Mouthwash;0.05%;1;2018-11-09;2018-11-09
3011;;0905030G0AABTBT;Chewable tablet;2.2mg;1;2018-11-09;2018-11-09
3012;;0905030G0AABUBU;Chewable tablet;1.1mg;1;2018-11-09;2018-11-09
3013;;0905030G0AABXBX;Paste;0;1;2018-11-09;2018-11-09
3014;;0905030G0AABXBX;Paste;0.62%;1;2018-11-09;2018-11-09
3015;;0905030G0AABXBX;Paste;1%;1;2018-11-09;2018-11-09
3016;;0905030G0AABYBY;Paste;0;1;2018-11-09;2018-11-09
3017;;0905030G0AABYBY;Paste;1%;1;2018-11-09;2018-11-09
3018;;0905030G0AABYBY;Paste;1.10%;1;2018-11-09;2018-11-09
3019;;0905041Q0AAAAAA;Capsule;220mg;1;2018-11-09;2018-11-09
3020;;0906011D0AAAHAH;Capsule;;1;2018-11-09;2018-11-09
3021;;0906024N0AAAGAG;Tablet;10mg;1;2018-11-09;2018-11-09
3022;;0906024N0AAAIAI;Tablet;50mg;1;2018-11-09;2018-11-09
3023;;0906026M0AAAFAF;Tablet;50mg;1;2018-11-09;2018-11-09
3024;;0906026M0AAAGAG;Tablet;100mg;1;2018-11-09;2018-11-09
3025;;0906026V0AAAAAA;SOLUTION FOR INJECTION;;1;2018-11-09;2018-11-09
3026;;0906026V0AAABAB;SOLUTION FOR INJECTION;;1;2018-11-09;2018-11-09
3027;;0906027G0AAAAAA;Tablet;;1;2018-11-09;2018-11-09
3028;;0906027G0AAABAB;Tablet;;1;2018-11-09;2018-11-09
3029;;0906031C0AAAFAF;Tablet;50mg;1;2018-11-09;2018-11-09
3030;;0906031C0AAAGAG;Tablet;100mg;1;2018-11-09;2018-11-09
3031;;0906031C0AAAHAH;Tablet;200mg;1;2018-11-09;2018-11-09
3032;;0906031C0AAAIAI;Tablet;500mg;1;2018-11-09;2018-11-09
3033;;0906040B0AAAAAA;Capsule;250nanogram;1;2018-11-09;2018-11-09
3034;;0906040B0AAABAB;Capsule;1microgram;1;2018-11-09;2018-11-09
3035;;0906040B0AAAIAI;Capsule;500nanogram;1;2018-11-09;2018-11-09
3036;;0906040B0AAAJAJ;Oral drops;2microgram/ml;1;2018-11-09;2018-11-09
3037;;0906040C0AAAAAA;Capsule;250nanogram;1;2018-11-09;2018-11-09
3038;;0906040C0AAABAB;Capsule;500nanogram;1;2018-11-09;2018-11-09
3039;;0906040G0AAANAN;Capsule;800unit;1;2018-11-09;2018-11-09
3040;;0906040G0AABGBG;Tablet;1000unit;1;2018-11-09;2018-11-09
3041;;0906040G0AABHBH;Capsule;1000unit;1;2018-11-09;2018-11-09
3042;;0906040G0AABIBI;Capsule;400unit;1;2018-11-09;2018-11-09
3043;;0906040G0AABSBS;Tablet;400unit /  1.5g;1;2018-11-09;2018-11-09
3044;;0906040G0AABUBU;Chewable tablet;200unit /  1.25g;1;2018-11-09;2018-11-09
3045;;0906040G0AABWBW;Chewable tablet;400unit /  1.25g;1;2018-11-09;2018-11-09
3046;;0906040G0AABXBX;Effervescent granules;440unit /  1.25g;1;2018-11-09;2018-11-09
3047;;0906040G0AABYBY;Chewable tablet;400unit /  1.5g;1;2018-11-09;2018-11-09
3048;;0906040G0AABZBZ;Powder;800unit /  3.1g;1;2018-11-09;2018-11-09
3049;;0906040G0AACCCC;Tablet;400unit /  1.25g;1;2018-11-09;2018-11-09
3050;;0906040G0AACDCD;Tablet;200unit /  750mg;1;2018-11-09;2018-11-09
3051;;0906040G0AACSCS;Tablet;800unit;1;2018-11-09;2018-11-09
3052;;0906040G0AACVCV;Capsule;40000unit;1;2018-11-09;2018-11-09
3053;;0906040G0AACWCW;Tablet;800unit /  1.25g;1;2018-11-09;2018-11-09
3054;;0906040G0AADFDF;Capsule;3200unit;1;2018-11-09;2018-11-09
3055;;0906040G0AADHDH;Oral solution;25000unit/1ml;1;2018-11-09;2018-11-09
3056;;0906040G0AADIDI;Chewable tablet;880unit /  2.5g;1;2018-11-09;2018-11-09
3057;;0906040G0AADKDK;Tablet;25000unit;1;2018-11-09;2018-11-09
3058;;0906040G0AADLDL;Chewable tablet;800unit /  2.5g;1;2018-11-09;2018-11-09
3059;;0906040G0AADNDN;Oral drops;10000unit/ml;1;2018-11-09;2018-11-09
3060;;0906040G0AADPDP;Oral solution;10000unit/ml;1;2018-11-09;2018-11-09
3061;;0906040G0AADRDR;Capsule;20000unit;1;2018-11-09;2018-11-09
3062;;0906040G0AADSDS;Oral solution;15000unit/5ml;1;2018-11-09;2018-11-09
3063;;0906040G0AADTDT;Oral drops;2740unit/ml;1;2018-11-09;2018-11-09
3064;;0906040G0AADUDU;Oral solution;50000unit/1ml;1;2018-11-09;2018-11-09
3065;;0906040G0AAEBEB;Chewable tablet;1000unit /  2.5g;1;2018-11-09;2018-11-09
3066;;0906040G0AAEEEE;Tablet;4000unit;1;2018-11-09;2018-11-09
3067;;0906040G0AAEJEJ;Capsule;5600unit;1;2018-11-09;2018-11-09
3068;;0906040G0AAEKEK;Capsule;25000unit;1;2018-11-09;2018-11-09
3069;;0906040G0AAEQEQ;Capsule;50000unit;1;2018-11-09;2018-11-09
3070;;0906040N0AAA1A1;Tablet;;1;2018-11-09;2018-11-09
3071;;0906040N0AACACA;Solution for injection;300000unit/1ml;1;2018-11-09;2018-11-09
3072;;0906040N0AAEXEX;Chewable tablet;800unit /  1.25g;1;2018-11-09;2018-11-09
3073;;0906050T0AAAFAF;Oral suspension;500mg/5ml;1;2018-11-09;2018-11-09
3074;;0906060L0AAACAC;Tablet;10mg;1;2018-11-09;2018-11-09
3075;;0906060Q0AAABAB;Solution for injection;10mg/1ml;1;2018-11-09;2018-11-09
3076;;0906060Q0AAAEAE;Capsule;1mg;1;2018-11-09;2018-11-09
3077;;0906070T0AAAAAA;Capsule;;1;2018-11-09;2018-11-09
3078;;0908010C0AAAGAG;Oral solution;1.5g/5ml;1;2018-11-09;2018-11-09
3079;;091000000BBVCA0;Capsule;;1;2018-11-09;2018-11-09
3080;;091200000AADWDW;Tablet;1.5g;1;2018-11-09;2018-11-09
3081;;091200000BFLHA0;Capsule;;1;2018-11-09;2018-11-09
3082;;100101040AAAAAA;Tablet;20mg;1;2018-11-09;2018-11-09
3083;;100101050AAAAAA;Capsule;60mg;1;2018-11-09;2018-11-09
3084;;100101080AAAAAA;Tablet;100mg;1;2018-11-09;2018-11-09
3085;;1001010AAAAAAAA;Tablet;7.5mg;1;2018-11-09;2018-11-09
3086;;1001010AAAAABAB;Tablet;15mg;1;2018-11-09;2018-11-09
3087;;1001010AEAAAAAA;Tablet;25mg;1;2018-11-09;2018-11-09
3088;;1001010AGAAAAAA;Tablet;25mg;1;2018-11-09;2018-11-09
3089;;1001010AGAAABAB;Tablet;50mg;1;2018-11-09;2018-11-09
3090;;1001010AHAAAAAA;Capsule;100mg;1;2018-11-09;2018-11-09
3091;;1001010AHAAABAB;Capsule;200mg;1;2018-11-09;2018-11-09
3092;;1001010AJAAAAAA;Tablet;60mg;1;2018-11-09;2018-11-09
3093;;1001010AJAAABAB;Tablet;90mg;1;2018-11-09;2018-11-09
3094;;1001010AJAAACAC;Tablet;120mg;1;2018-11-09;2018-11-09
3095;;1001010AJAAADAD;Tablet;30mg;1;2018-11-09;2018-11-09
3096;;1001010AMAAABAB;Tablet;400mg;1;2018-11-09;2018-11-09
3097;;1001010C0AAAAAA;Solution for injection;75mg/3ml;1;2018-11-09;2018-11-09
3098;;1001010C0AAABAB;Suppository;12.5mg;1;2018-11-09;2018-11-09
3099;;1001010C0AAACAC;Suppository;100mg;1;2018-11-09;2018-11-09
3100;;1001010C0AAADAD;Gastro-resistant tablet;25mg;1;2018-11-09;2018-11-09
3101;;1001010C0AAAEAE;Gastro-resistant tablet;50mg;1;2018-11-09;2018-11-09
3102;;1001010C0AAAFAF;Modified-release tablet;100mg;1;2018-11-09;2018-11-09
3103;;1001010C0AAAJAJ;Dispersible tablet;50mg;1;2018-11-09;2018-11-09
3104;;1001010C0AAALAL;Modified-release tablet;75mg;1;2018-11-09;2018-11-09
3105;;1001010C0AAAMAM;Gastro-resistant tablet;50mg gastro-resistant /  200microgram;1;2018-11-09;2018-11-09
3106;;1001010C0AAANAN;Modified-release capsule;100mg;1;2018-11-09;2018-11-09
3107;;1001010C0AAARAR;Modified-release capsule;75mg;1;2018-11-09;2018-11-09
3108;;1001010C0AAATAT;Suppository;25mg;1;2018-11-09;2018-11-09
3109;;1001010C0AAAUAU;Suppository;50mg;1;2018-11-09;2018-11-09
3110;;1001010C0AAAWAW;Modified-release capsule;75mg;1;2018-11-09;2018-11-09
3111;;1001010C0AAAXAX;Gastro-resistant tablet;75mg gastro-resistant /  200microgram;1;2018-11-09;2018-11-09
3112;;1001010C0BQALAL;Modified-release tablet;75mg;1;2018-11-09;2018-11-09
3113;;1001010E0AAACAC;Capsule;300mg;1;2018-11-09;2018-11-09
3114;;1001010E0AAADAD;Modified-release tablet;600mg;1;2018-11-09;2018-11-09
3115;;1001010I0AAABAB;Tablet;50mg;1;2018-11-09;2018-11-09
3116;;1001010I0AAACAC;Tablet;100mg;1;2018-11-09;2018-11-09
3117;;1001010J0AAAAAA;Capsule;200mg;1;2018-11-09;2018-11-09
3118;;1001010J0AAABAB;Modified-release capsule;300mg;1;2018-11-09;2018-11-09
3119;;1001010J0AAACAC;Oral suspension;100mg/5ml;1;2018-11-09;2018-11-09
3120;;1001010J0AAADAD;Tablet;200mg;1;2018-11-09;2018-11-09
3121;;1001010J0AAAEAE;Tablet;400mg;1;2018-11-09;2018-11-09
3122;;1001010J0AAAFAF;Tablet;600mg;1;2018-11-09;2018-11-09
3123;;1001010J0AAANAN;Effervescent granules;600mg;1;2018-11-09;2018-11-09
3124;;1001010J0AAAPAP;Modified-release tablet;800mg;1;2018-11-09;2018-11-09
3125;;1001010J0AAAUAU;Capsule;400mg;1;2018-11-09;2018-11-09
3126;;1001010J0AABHBH;Oral suspension;100mg/5ml;1;2018-11-09;2018-11-09
3127;;1001010J0AABNBN;;200mg;1;2018-11-09;2018-11-09
3128;;1001010J0AABNBN;orodispersible tablets;200mg;1;2018-11-09;2018-11-09
3129;;1001010J0B4AYBH;Oral suspension;100mg/5ml;1;2018-11-09;2018-11-09
3130;;1001010K0AAAAAA;Capsule;25mg;1;2018-11-09;2018-11-09
3131;;1001010K0AAABAB;Capsule;50mg;1;2018-11-09;2018-11-09
3132;;1001010K0AAADAD;Modified-release capsule;75mg;1;2018-11-09;2018-11-09
3133;;1001010K0AAAFAF;Suppository;100mg;1;2018-11-09;2018-11-09
3134;;1001010L0AAAAAA;Capsule;50mg;1;2018-11-09;2018-11-09
3135;;1001010L0AAAIAI;Modified-release capsule;100mg;1;2018-11-09;2018-11-09
3136;;1001010L0AAAJAJ;Modified-release capsule;200mg;1;2018-11-09;2018-11-09
3137;;1001010N0AAAAAA;Capsule;250mg;1;2018-11-09;2018-11-09
3138;;1001010N0AAABAB;Oral suspension;50mg/5ml;1;2018-11-09;2018-11-09
3139;;1001010N0AAADAD;Tablet;500mg;1;2018-11-09;2018-11-09
3140;;1001010P0AAADAD;Tablet;250mg;1;2018-11-09;2018-11-09
3141;;1001010P0AAAEAE;Tablet;500mg;1;2018-11-09;2018-11-09
3142;;1001010P0AAAHAH;Gastro-resistant tablet;250mg;1;2018-11-09;2018-11-09
3143;;1001010P0AAAIAI;Gastro-resistant tablet;500mg;1;2018-11-09;2018-11-09
3144;;1001010P0AAAJAJ;Gastro-resistant tablet;375mg;1;2018-11-09;2018-11-09
3145;;1001010P0AABBBB;Modified-release tablet;500mg /  20mg;1;2018-11-09;2018-11-09
3146;;1001010P0AABEBE;Oral suspension;125mg/5ml;1;2018-11-09;2018-11-09
3147;;1001010P0AABFBF;Oral suspension;250mg/5ml;1;2018-11-09;2018-11-09
3148;;1001010R0AAAAAA;Capsule;10mg;1;2018-11-09;2018-11-09
3149;;1001010R0AAABAB;Capsule;20mg;1;2018-11-09;2018-11-09
3150;;1001010R0AAAGAG;ORODISPERSIBLE TABLET;20MG;1;2018-11-09;2018-11-09
3151;;1001010R0AAAGAG;orodispersible tablets;20mg;1;2018-11-09;2018-11-09
3152;;1001010S0AAAAAA;Tablet;100mg;1;2018-11-09;2018-11-09
3153;;1001010S0AAABAB;Tablet;200mg;1;2018-11-09;2018-11-09
3154;;1001010T0AAACAC;Tablet;300mg;1;2018-11-09;2018-11-09
3155;;1001010X0AAAAAA;Tablet;500mg;1;2018-11-09;2018-11-09
3156;;1001022G0AAAEAE;Suspension for injection;25mg/1ml;1;2018-11-09;2018-11-09
3157;;1001022K0AAAAAA;Suspension for injection;40mg/1ml;1;2018-11-09;2018-11-09
3158;;1001022K0AAABAB;Suspension for injection;80mg/2ml;1;2018-11-09;2018-11-09
3159;;1001022K0AAAEAE;Suspension for injection;120mg/3ml;1;2018-11-09;2018-11-09
3160;;1001022K0AAAFAF;Suspension for injection;80mg/2ml /  20mg/2ml (1%);1;2018-11-09;2018-11-09
3161;;1001022K0AAAGAG;Suspension for injection;40mg/1ml /  10mg/1ml (1%);1;2018-11-09;2018-11-09
3162;;1001022U0AAAAAA;Suspension for injection;10mg/1ml;1;2018-11-09;2018-11-09
3163;;1001022U0AAABAB;Suspension for injection;40mg/1ml;1;2018-11-09;2018-11-09
3164;;1001030C0AAAAAA;Tablet;200mg;1;2018-11-09;2018-11-09
3165;;1001030F0AAAEAE;Tablet;125mg;1;2018-11-09;2018-11-09
3166;;1001030F0AAAFAF;Tablet;250mg;1;2018-11-09;2018-11-09
3167;;1001030L0AAAAAA;Tablet;10mg;1;2018-11-09;2018-11-09
3168;;1001030L0AAABAB;Tablet;20mg;1;2018-11-09;2018-11-09
3169;;1001030L0AAADAD;Tablet;15mg;1;2018-11-09;2018-11-09
3170;;1001030U0AAABAB;Tablet;2.5mg;1;2018-11-09;2018-11-09
3171;;1001030U0AAACAC;Tablet;10mg;1;2018-11-09;2018-11-09
3172;;1001030U0AACFCF;Oral solution;2mg/ml;1;2018-11-09;2018-11-09
3173;;1001040C0AAAAAA;Tablet;100mg;1;2018-11-09;2018-11-09
3174;;1001040C0AAABAB;Tablet;300mg;1;2018-11-09;2018-11-09
3175;;1001040G0AAACAC;Tablet;500microgram;1;2018-11-09;2018-11-09
3176;;1001040P0AAAAAA;Tablet;100mg;1;2018-11-09;2018-11-09
3177;;1001040P0AAABAB;Tablet;200mg;1;2018-11-09;2018-11-09
3178;;1001040V0AAAAAA;Tablet;80mg;1;2018-11-09;2018-11-09
3179;;1001040V0AAABAB;Tablet;120mg;1;2018-11-09;2018-11-09
3180;;1001050A0AAAAAA;Tablet;625mg;1;2018-11-09;2018-11-09
3181;;1002010M0AAAAAA;Tablet;15mg;1;2018-11-09;2018-11-09
3182;;1002010N0AAABAB;Solution for injection;2.5mg/1ml;1;2018-11-09;2018-11-09
3183;;1002010Q0AAABAB;Tablet;60mg;1;2018-11-09;2018-11-09
3184;;1002010Q0AABKBK;Modified-release tablet;180mg;1;2018-11-09;2018-11-09
3185;;1002020C0AAABAB;Oral solution;5mg/5ml;1;2018-11-09;2018-11-09
3186;;1002020C0AAAIAI;Tablet;10mg;1;2018-11-09;2018-11-09
3187;;1002020J0AAAAAA;Capsule;25mg;1;2018-11-09;2018-11-09
3188;;1002020J0AAABAB;Capsule;100mg;1;2018-11-09;2018-11-09
3189;;1002020S0AAABAB;Tablet;750mg;1;2018-11-09;2018-11-09
3190;;1002020T0AAAAAA;Tablet;4mg;1;2018-11-09;2018-11-09
3191;;1002020T0AAABAB;Tablet;2mg;1;2018-11-09;2018-11-09
3192;;100302010AAAAAA;Gel;0;1;2018-11-09;2018-11-09
3193;;100302010AAAAAA;Gel;2.50%;1;2018-11-09;2018-11-09
3194;;100302010AAAAAA;Gel;3%;1;2018-11-09;2018-11-09
3195;;1003020AAAAAAAA;Cream;0;1;2018-11-09;2018-11-09
3196;;1003020AAAAAAAA;Cream;0%;1;2018-11-09;2018-11-09
3197;;1003020AAAAAAAA;Cream;0.08%;1;2018-11-09;2018-11-09
3198;;1003020AAAAABAB;Cream;0;1;2018-11-09;2018-11-09
3199;;1003020AAAAABAB;Cream;0%;1;2018-11-09;2018-11-09
3200;;1003020AAAAABAB;Cream;0.03%;1;2018-11-09;2018-11-09
3201;;1003020ADAAAAAA;Gel;;1;2018-11-09;2018-11-09
3202;;1003020F0AAAAAA;Cream;0;1;2018-11-09;2018-11-09
3203;;1003020F0AAAAAA;Cream;3%;1;2018-11-09;2018-11-09
3204;;1003020F0AAAAAA;Cream;3.00%;1;2018-11-09;2018-11-09
3205;;1003020F0BBABAA;Cream;0;1;2018-11-09;2018-11-09
3206;;1003020F0BBABAA;Cream;3%;1;2018-11-09;2018-11-09
3207;;1003020F0BBABAA;Cream;3.00%;1;2018-11-09;2018-11-09
3208;;1003020I0AAAAAA;Cream;0;1;2018-11-09;2018-11-09
3209;;1003020I0AAAAAA;Cream;10%;1;2018-11-09;2018-11-09
3210;;1003020I0AAAAAA;Cream;10.00%;1;2018-11-09;2018-11-09
3211;;1003020L0AAAAAA;Poultice;;1;2018-11-09;2018-11-09
3212;;1003020M0AAAAAA;Gel;0;1;2018-11-09;2018-11-09
3213;;1003020M0AAAAAA;Gel;3%;1;2018-11-09;2018-11-09
3214;;1003020M0AAAAAA;Gel;3.00%;1;2018-11-09;2018-11-09
3215;;1003020M0AAABAB;Foam;3%;1;2018-11-09;2018-11-09
3216;;1003020M0AAABAB;Foam;3.17%;1;2018-11-09;2018-11-09
3217;;1003020N0AAAFAF;LIQUID;;1;2018-11-09;2018-11-09
3218;;1003020N0AAAFAF;liquid;;1;2018-11-09;2018-11-09
3219;;1003020P0AAACAC;Gel;0;1;2018-11-09;2018-11-09
3220;;1003020P0AAACAC;Gel;5%;1;2018-11-09;2018-11-09
3221;;1003020P0AAACAC;Gel;5.00%;1;2018-11-09;2018-11-09
3222;;1003020P0AAAGAG;Spray;0;1;2018-11-09;2018-11-09
3223;;1003020P0AAAGAG;Spray;5%;1;2018-11-09;2018-11-09
3224;;1003020P0AAAGAG;Spray;5.00%;1;2018-11-09;2018-11-09
3225;;1003020P0AAAHAH;Gel;5% /  3%;1;2018-11-09;2018-11-09
3226;;1003020P0AAAIAI;Gel;0;1;2018-11-09;2018-11-09
3227;;1003020P0AAAIAI;Gel;10%;1;2018-11-09;2018-11-09
3228;;1003020P0AAAIAI;Gel;10.00%;1;2018-11-09;2018-11-09
3229;;1003020R0AAAAAA;Gel;0;1;2018-11-09;2018-11-09
3230;;1003020R0AAAAAA;Gel;0.50%;1;2018-11-09;2018-11-09
3231;;1003020R0AAAAAA;Gel;1%;1;2018-11-09;2018-11-09
3232;;1003020U0AAAAAA;Gel;0;1;2018-11-09;2018-11-09
3233;;1003020U0AAAAAA;Gel;1%;1;2018-11-09;2018-11-09
3234;;1003020U0AAAAAA;Gel;1.16%;1;2018-11-09;2018-11-09
3235;;1003020U0AAADAD;Liquid;16mg/ml;1;2018-11-09;2018-11-09
3236;;1003020U0AAAIAI;Gel;0;1;2018-11-09;2018-11-09
3237;;1003020U0AAAIAI;Gel;2%;1;2018-11-09;2018-11-09
3238;;1003020U0AAAIAI;Gel;2.32%;1;2018-11-09;2018-11-09
3239;;1003020U0AAAJAJ;Medicated plaster;140mg;1;2018-11-09;2018-11-09
3240;;1003020W0AAAAAA;Gel;2% /  0.2%;1;2018-11-09;2018-11-09
3241;;1003020W0AAABAB;Cream;2% /  0.2%;1;2018-11-09;2018-11-09
3242;;1103010AGAAAAAA;Eye drops;5mg/ml;1;2018-11-09;2018-11-09
3243;;1103010AGAAACAC;Eye drops;5mg/;1;2018-11-09;2018-11-09
3244;;1103010AIAAAAAA;Eye drops;15m/;1;2018-11-09;2018-11-09
3245;;1103010B0AAAAAA;Eye drops;0;1;2018-11-09;2018-11-09
3246;;1103010B0AAAAAA;Eye drops;0%;1;2018-11-09;2018-11-09
3247;;1103010B0AAAAAA;Eye drops;0.30%;1;2018-11-09;2018-11-09
3248;;1103010C0AAAAAA;Eye drops;0;1;2018-11-09;2018-11-09
3249;;1103010C0AAAAAA;Eye drops;0.50%;1;2018-11-09;2018-11-09
3250;;1103010C0AAAAAA;Eye drops;1%;1;2018-11-09;2018-11-09
3251;;1103010C0AAADAD;Eye ointment;0;1;2018-11-09;2018-11-09
3252;;1103010C0AAADAD;Eye ointment;1%;1;2018-11-09;2018-11-09
3253;;1103010C0AAADAD;Eye ointment;1.00%;1;2018-11-09;2018-11-09
3254;;1103010C0AAAGAG;Eye drops;%;1;2018-11-09;2018-11-09
3255;;1103010E0AAAAAA;Eye ointment;0%;1;2018-11-09;2018-11-09
3256;;1103010E0AAAAAA;Eye ointment;0.15%;1;2018-11-09;2018-11-09
3257;;1103010G0AAAFAF;Ear/eye drops solution;0;1;2018-11-09;2018-11-09
3258;;1103010G0AAAFAF;Ear/eye drops solution;0%;1;2018-11-09;2018-11-09
3259;;1103010G0AAAFAF;Ear/eye drops solution;0.30%;1;2018-11-09;2018-11-09
3260;;1103010H0AAAAAA;Modified-release drops;0;1;2018-11-09;2018-11-09
3261;;1103010H0AAAAAA;Modified-release drops;1%;1;2018-11-09;2018-11-09
3262;;1103010H0AAAAAA;Modified-release drops;1.00%;1;2018-11-09;2018-11-09
3263;;1103010Y0AAAAAA;Eye drops;0;1;2018-11-09;2018-11-09
3264;;1103010Y0AAAAAA;Eye drops;0%;1;2018-11-09;2018-11-09
3265;;1103010Y0AAAAAA;Eye drops;0.30%;1;2018-11-09;2018-11-09
3266;;1103030C0AAAAAA;Eye ointment;0;1;2018-11-09;2018-11-09
3267;;1103030C0AAAAAA;Eye ointment;3%;1;2018-11-09;2018-11-09
3268;;1103030C0AAAAAA;Eye ointment;3.00%;1;2018-11-09;2018-11-09
3269;;1103030W0AAAAAA;Eye gel;0;1;2018-11-09;2018-11-09
3270;;1103030W0AAAAAA;Eye gel;0%;1;2018-11-09;2018-11-09
3271;;1103030W0AAAAAA;Eye gel;0.15%;1;2018-11-09;2018-11-09
3272;;1104010D0AAABAB;Eye ointment;0%;1;2018-11-09;2018-11-09
3273;;1104010D0AAABAB;Eye ointment;0.10%;1;2018-11-09;2018-11-09
3274;;1104010D0AAAGAG;Ear/eye/nose drops solution;0;1;2018-11-09;2018-11-09
3275;;1104010D0AAAGAG;Ear/eye/nose drops solution;0%;1;2018-11-09;2018-11-09
3276;;1104010D0AAAGAG;Ear/eye/nose drops solution;0.10%;1;2018-11-09;2018-11-09
3277;;1104010I0AAADAD;Eye drops;0;1;2018-11-09;2018-11-09
3278;;1104010I0AAADAD;Eye drops;0%;1;2018-11-09;2018-11-09
3279;;1104010I0AAADAD;Eye drops;0.10%;1;2018-11-09;2018-11-09
3280;;1104010I0AAALAL;Eye drops;0;1;2018-11-09;2018-11-09
3281;;1104010I0AAALAL;Eye drops;0%;1;2018-11-09;2018-11-09
3282;;1104010I0AAALAL;Eye drops;0.10%;1;2018-11-09;2018-11-09
3283;;1104010I0AAAPAP;Eye drops;0.1% /  0.3%;1;2018-11-09;2018-11-09
3284;;1104010I0AAATAT;Eye drops;0;1;2018-11-09;2018-11-09
3285;;1104010I0AAATAT;Eye drops;0%;1;2018-11-09;2018-11-09
3286;;1104010I0AAATAT;Eye drops;0.10%;1;2018-11-09;2018-11-09
3287;;1104010K0AAAAAA;Eye drops;0;1;2018-11-09;2018-11-09
3288;;1104010K0AAAAAA;Eye drops;0%;1;2018-11-09;2018-11-09
3289;;1104010K0AAAAAA;Eye drops;0.10%;1;2018-11-09;2018-11-09
3290;;1104010R0AAAAAA;Eye drops;0;1;2018-11-09;2018-11-09
3291;;1104010R0AAAAAA;Eye drops;1%;1;2018-11-09;2018-11-09
3292;;1104010R0AAAAAA;Eye drops;1.00%;1;2018-11-09;2018-11-09
3293;;1104010S0AAAPAP;Eye drops;%;1;2018-11-09;2018-11-09
3294;;1104010S0AABBBB;Ear/eye drops solution;0;1;2018-11-09;2018-11-09
3295;;1104010S0AABBBB;Ear/eye drops solution;0.50%;1;2018-11-09;2018-11-09
3296;;1104010S0AABBBB;Ear/eye drops solution;1%;1;2018-11-09;2018-11-09
3297;;1104010W0AAAAAA;Eye drops;0;1;2018-11-09;2018-11-09
3298;;1104010W0AAAAAA;Eye drops;0.50%;1;2018-11-09;2018-11-09
3299;;1104010W0AAAAAA;Eye drops;1%;1;2018-11-09;2018-11-09
3300;;1104020ACAAAAAA;Eye drops;500microgram/ml;1;2018-11-09;2018-11-09
3301;;1104020AEAAAAAA;Eye drops;0;1;2018-11-09;2018-11-09
3302;;1104020AEAAAAAA;Eye drops;0%;1;2018-11-09;2018-11-09
3303;;1104020AEAAAAAA;Eye drops;0.10%;1;2018-11-09;2018-11-09
3304;;1104020B0AAACAC;Eye drops;0.5% /  0.05%;1;2018-11-09;2018-11-09
3305;;1104020M0AAAAAA;Eye drops;0;1;2018-11-09;2018-11-09
3306;;1104020M0AAAAAA;Eye drops;0%;1;2018-11-09;2018-11-09
3307;;1104020M0AAAAAA;Eye drops;0.10%;1;2018-11-09;2018-11-09
3308;;1104020N0AAAAAA;Eye drops;0;1;2018-11-09;2018-11-09
3309;;1104020N0AAAAAA;Eye drops;2%;1;2018-11-09;2018-11-09
3310;;1104020N0AAAAAA;Eye drops;2.00%;1;2018-11-09;2018-11-09
3311;;1104020T0AAAAAA;Eye drops;0;1;2018-11-09;2018-11-09
3312;;1104020T0AAAAAA;Eye drops;2%;1;2018-11-09;2018-11-09
3313;;1104020T0AAAAAA;Eye drops;2.00%;1;2018-11-09;2018-11-09
3314;;1104020T0AAAJAJ;Eye drops;0;1;2018-11-09;2018-11-09
3315;;1104020T0AAAJAJ;Eye drops;2%;1;2018-11-09;2018-11-09
3316;;1104020T0AAAJAJ;Eye drops;2.00%;1;2018-11-09;2018-11-09
3317;;1104020W0AAAAAA;Eye drops;0;1;2018-11-09;2018-11-09
3318;;1104020W0AAAAAA;Eye drops;0%;1;2018-11-09;2018-11-09
3319;;1104020W0AAAAAA;Eye drops;0.05%;1;2018-11-09;2018-11-09
3320;;1104020X0AAAAAA;Eye drops;0.5mg/ml;1;2018-11-09;2018-11-09
3321;;1104020Y0AAAAAA;Eye drops;250microgram/ml;1;2018-11-09;2018-11-09
3322;;1104020Z0AAAAAA;Eye drops;1mg/ml;1;2018-11-09;2018-11-09
3323;;1105000B0AAAEAE;Eye drops;0;1;2018-11-09;2018-11-09
3324;;1105000B0AAAEAE;Eye drops;1%;1;2018-11-09;2018-11-09
3325;;1105000B0AAAEAE;Eye drops;1.00%;1;2018-11-09;2018-11-09
3326;;1105000B0AAAJAJ;Eye drops;0;1;2018-11-09;2018-11-09
3327;;1105000B0AAAJAJ;Eye drops;1%;1;2018-11-09;2018-11-09
3328;;1105000B0AAAJAJ;Eye drops;1.00%;1;2018-11-09;2018-11-09
