AMP_NM;BNF_CODE;PRESENTATION;STRENGTH
Assura Inspire Seal convex colostomy bag with filter, maxi;;Colostomy bags;14005,Starter hole 15mm-33mm,Opaque,maxi
Assura Inspire Seal convex colostomy bag with filter, midi;;Colostomy bags;14093,Starter hole 15mm-43mm,Transparent,midi
Assura Inspire Seal convex ileostomy bag with filter and Hide-Away outlet, maxi;;BAG;14105-06
Assura Inspire Seal convex ileostomy bag with filter and Hide-Away outlet, maxi;;BAG;14109
Assura Inspire Seal convex ileostomy bag with filter and Hide-Away outlet, maxi;;BAG;14173-76
Assura Inspire Seal convex ileostomy bag with filter and Hide-Away outlet, maxi;;Ileostomy bags;14106,Starter hole 15mm-43mm,Opaque,maxi
Assura Inspire Seal convex ileostomy bag with filter and Hide-Away outlet, maxi;;Ileostomy bags;14174,25mm,Opaque,maxi
Assura Inspire Seal convex ileostomy bag with filter and Hide-Away outlet, maxi;;Ileostomy bags;14176,31mm,Opaque,maxi
Assura Inspire Seal convex ileostomy bag with filter and Hide-Away outlet, midi;;BAG;14195-96
Assura Inspire Seal convex ileostomy bag with filter and Hide-Away outlet, midi;;Ileostomy bags;14195,Starter hole 15mm-33mm,Opaque,midi
Assura Inspire Soft Seal convex colostomy bag maxi;;Colostomy bags;14444,Starter hole 15mm-33mm,Opaque,maxi
Assura Inspire Soft Seal convex colostomy bag maxi;;Colostomy bags;14445,Starter hole 15mm-43mm,Opaque,maxi
Assura Inspire Soft Seal convex colostomy bag midi;;Colostomy bags;14435,Starter hole 15mm-43mm,Opaque,midi
Assura Inspire Soft Seal convex colostomy bag midi;;Colostomy bags;14452,25mm,Opaque,midi
Assura Inspire Soft Seal convex ileostomy bag with Hide-Away outlet, maxi;;BAG;14411-12
Assura Inspire Soft Seal convex ileostomy bag with Hide-Away outlet, maxi;;BAG;14414-15
Assura Inspire Soft Seal convex ileostomy bag with Hide-Away outlet, maxi;;BAG;14418
Assura Inspire Soft Seal convex ileostomy bag with Hide-Away outlet, maxi;;BAG;14421-24
Assura Inspire Soft Seal convex ileostomy bag with Hide-Away outlet, maxi;;Ileostomy bags;14411,Starter hole 15mm-33mm,Transparent,maxi
Assura Inspire Soft Seal convex ileostomy bag with Hide-Away outlet, maxi;;Ileostomy bags;14414,Starter hole 15mm-33mm,Opaque,maxi
Assura Inspire Soft Seal convex ileostomy bag with Hide-Away outlet, maxi;;Ileostomy bags;14423,28mm,Opaque,maxi
Assura Inspire Soft Seal convex ileostomy bag with Hide-Away outlet, midi;;BAG;14404-05
Assura Inspire Soft Seal convex ileostomy bag with Hide-Away outlet, midi;;Ileostomy bags;14404,Starter hole 15mm-33mm,Opaque,midi
Assura Inspire colostomy bag with filter, maxi;;BAG;12160
Assura Inspire colostomy bag with filter, maxi;;BAG;12170
Assura Inspire colostomy bag with filter, maxi;;BAG;12180
Assura Inspire colostomy bag with filter, maxi;;BAG;14507
Assura Inspire colostomy bag with filter, maxi;;BAG;14508
Assura Inspire colostomy bag with filter, maxi;;Colostomy bags;12174,25mm,Opaque,maxi
Assura Inspire colostomy bag with filter, maxi;;Colostomy bags;12175,30mm,Opaque,maxi
Assura Inspire colostomy bag with filter, maxi;;Colostomy bags;12176,35mm,Opaque,maxi
Assura Inspire colostomy bag with filter, midi;;BAG;12130-36
Assura Inspire colostomy bag with filter, midi;;BAG;12140-49
Assura Inspire colostomy bag with filter, midi;;BAG;14504
Assura Inspire colostomy bag with filter, midi;;Colostomy bags;12130,Starter hole 20mm-65mm,Transparent,midi
Assura Inspire colostomy bag with filter, midi;;Colostomy bags;12134,25mm,Transparent,midi
Assura Inspire colostomy bag with filter, midi;;Colostomy bags;12140,Starter hole 20mm-65mm,Opaque,midi
Assura Inspire colostomy bag with filter, midi;;Colostomy bags;12144,25mm,Opaque,midi
Assura Inspire colostomy bag with filter, midi;;Colostomy bags;12145,30mm,Opaque,midi
Assura Inspire colostomy bag with filter, midi;;Colostomy bags;12146,35mm,Opaque,midi
Assura Inspire colostomy bag with filter, midi;;Colostomy bags;12147,40mm,Opaque,midi
Assura Inspire colostomy bag with filter, midi;;Colostomy bags;12150,Starter hole 20mm-65mm,Design,midi
Assura Inspire colostomy bag with filter, midi;;Colostomy bags;12155,30mm,Design,midi
Assura Inspire colostomy bag with filter, midi;;Colostomy bags;14505,Starter hole 20mm-65mm,Design,midi
Assura Inspire ileostomy bag with dual filter and Hide-Away outlet, maxi;;Ileostomy bags;14807,Cut to fit 12mm-70mm,Beige,maxi
Assura Inspire ileostomy bag with dual filter and Hide-Away outlet, midi;;Ileostomy bags;14804,Cut to fit 12mm-55mm,Beige,midi
Assura Inspire ileostomy bag with dual filter and Hide-Away outlet, mini;;Ileostomy bags;14801,Cut to fit 12mm-55mm,Beige,mini
Assura Inspire ileostomy bag with filter and Hide-Away outlet, maxi;;BAG;13860
Assura Inspire ileostomy bag with filter and Hide-Away outlet, maxi;;BAG;13870-76
Assura Inspire ileostomy bag with filter and Hide-Away outlet, maxi;;BAG;13880
Assura Inspire ileostomy bag with filter and Hide-Away outlet, maxi;;Ileostomy bags;13870,Starter hole 12mm-70mm,Opaque,maxi
Assura Inspire ileostomy bag with filter and Hide-Away outlet, maxi;;Ileostomy bags;13875,30mm,Opaque,maxi
Assura Inspire ileostomy bag with filter and Hide-Away outlet, maxi;;Ileostomy bags;13876,35mm,Opaque,maxi
Assura Inspire ileostomy bag with filter and Hide-Away outlet, midi;;BAG;13830
Assura Inspire ileostomy bag with filter and Hide-Away outlet, midi;;BAG;13840-46
Assura Inspire ileostomy bag with filter and Hide-Away outlet, midi;;BAG;13850
Assura Inspire ileostomy bag with filter and Hide-Away outlet, midi;;Ileostomy bags;13840,Starter hole 12mm-55mm,Opaque,midi
Assura Inspire ileostomy bag with filter and Hide-Away outlet, midi;;Ileostomy bags;13844,25mm,Opaque,midi
Assura Inspire ileostomy bag with filter and Hide-Away outlet, midi;;Ileostomy bags;13846,35mm,Opaque,midi
Assura Inspire ileostomy bag with filter and Hide-Away outlet, mini;;BAG;13810
Assura Inspire ileostomy bag with filter, maxi;;Ileostomy bags;13370,Starter hole 10mm-70mm,Opaque,maxi
Assura Inspire ileostomy bag with filter, midi;;Ileostomy bags;13340,Starter hole 10mm-55mm,Opaque,midi
Assura Inspire two piece ostomy system colostomy bag with filter, maxi;;BAG;12384-86
Assura Inspire two piece ostomy system colostomy bag with filter, maxi;;Two piece ostomy systems;12384,40mm,Opaque,maxi
Assura Inspire two piece ostomy system colostomy bag with filter, maxi;;Two piece ostomy systems;12386,60mm,Opaque,maxi
Assura Inspire two piece ostomy system colostomy bag with filter, maxi;;Two piece ostomy systems;12395,50mm,Design,maxi
Assura Inspire two piece ostomy system colostomy bag with filter, midi;;BAG;12354-56
Assura Inspire two piece ostomy system colostomy bag with filter, midi;;Two piece ostomy systems;12354,40mm,Opaque,midi
Assura Inspire two piece ostomy system colostomy bag with filter, midi;;Two piece ostomy systems;12355,50mm,Opaque,midi
Assura Inspire two piece ostomy system colostomy bag with filter, midi;;Two piece ostomy systems;12366,60mm,Design,midi
Assura Inspire two piece ostomy system ileostomy bag with filter and Hide-Away outlet, maxi;;BAG;13974-76
Assura Inspire two piece ostomy system ileostomy bag with filter and Hide-Away outlet, maxi;;BAG;13984-86
Assura Inspire two piece ostomy system ileostomy bag with filter and Hide-Away outlet, maxi;;Two piece ostomy systems;13985,50mm,Opaque,maxi
Assura Inspire two piece ostomy system ileostomy bag with filter and Hide-Away outlet, maxi;;Two piece ostomy systems;13986,60mm,Opaque,maxi
Assura Inspire two piece ostomy system ileostomy bag with filter and Hide-Away outlet, midi;;BAG;13954-56
Assura Inspire two piece ostomy system ileostomy bag with filter and Hide-Away outlet, midi;;BAG;13964-66
Assura Inspire two piece ostomy system ileostomy bag with filter and Hide-Away outlet, midi;;Two piece ostomy systems;13955,50mm,Opaque,midi
Assura Inspire two piece ostomy system ileostomy bag with filter and Hide-Away outlet, midi;;Two piece ostomy systems;13956,60mm,Opaque,midi
Assura Inspire two piece ostomy system ileostomy bag with filter and Hide-Away outlet, midi;;Two piece ostomy systems;13964,40mm,Design,midi
Assura Inspire two piece ostomy system ileostomy bag with filter and Hide-Away outlet, mini;;BAG;13924-26
Assura Inspire two piece ostomy system ileostomy bag with filter and Hide-Away outlet, mini;;Two piece ostomy systems;13925,50mm,Opaque,mini
Assura Minicap;;Stoma caps;2501,Starter hole 20mm,Opaque
Assura Minicap two piece ostomy system colostomy bag;;Two piece ostomy systems;2804,40mm,Opaque
Assura Multichamber two piece ostomy system urostomy bag maxi;;Two piece ostomy systems;14224,40mm,White,maxi
Assura Multichamber two piece ostomy system urostomy bag maxi;;Two piece ostomy systems;14225,50mm,White,maxi
Assura Multichamber two piece ostomy system urostomy bag maxi;;Two piece ostomy systems;14228,50mm,Transparent,maxi
Assura Multichamber two piece ostomy system urostomy bag midi;;Two piece ostomy systems;14214,40mm,White,midi
Assura Multichamber urostomy bag maxi;;Urostomy bags;14222,Cut to fit 10mm-55mm,Transparent,maxi
Assura Post-Op ileostomy bag;;Ileostomy bags;12805,Starter hole 10mm-70mm,Clear
Assura Seal Extra two piece ostomy system convex baseplate;;Two piece ostomy systems;14243,40mm flange, starter hole 15mm-23mm
Assura Seal Extra two piece ostomy system convex baseplate;;Two piece ostomy systems;14246,50mm flange, starter hole 15mm-33mm
Assura Seal Extra two piece ostomy system convex baseplate;;Two piece ostomy systems;14249,60mm flange, starter hole 15mm-43mm
Assura Seal convex ileostomy bag maxi;;Ileostomy bags;12583,Starter hole 15mm-43mm,Opaque,maxi
Assura Seal convex urostomy bag maxi;;Urostomy bags;12596,Starter hole 15mm-43mm,Transparent,maxi
Assura Seal convex urostomy bag maxi;;Urostomy bags;12993,21mm,Clear,maxi
Assura Seal convex urostomy bag maxi;;Urostomy bags;12994,25mm,Clear,maxi
Assura Seal convex urostomy bag maxi;;Urostomy bags;12996,31mm,Clear,maxi
Assura Seal two piece ostomy system convex baseplate;;Two piece ostomy systems;12717,50mm flange, starter hole 15mm
Assura Seal two piece ostomy system convex baseplate;;Two piece ostomy systems;12718,60mm flange, starter hole 15mm-43mm
Assura Seal two piece ostomy system convex baseplate;;Two piece ostomy systems;12723,40mm flange, 21mm stoma
Assura Seal two piece ostomy system convex baseplate;;Two piece ostomy systems;12724,50mm flange, 25mm stoma
Assura Seal two piece ostomy system convex baseplate;;Two piece ostomy systems;12725,50mm flange, 28mm stoma
Assura Seal two piece ostomy system convex baseplate;;Two piece ostomy systems;12726,50mm flange, 31mm stoma
Assura Seal two piece ostomy system convex baseplate;;Two piece ostomy systems;12727,60mm flange, 35mm stoma
Assura Soft Seal Extra two piece ostomy system convex baseplate;;Two piece ostomy systems;14281,40mm flange, starter hole 15mm-23mm
Assura Soft Seal Extra two piece ostomy system convex baseplate;;Two piece ostomy systems;14282,50mm flange, starter hole 15mm-33mm
Assura Soft Seal Extra two piece ostomy system convex baseplate;;Two piece ostomy systems;14293,50mm flange, 25mm stoma
Assura Soft Seal Multichamber convex urostomy bag maxi;;BAG;14717
Assura Soft Seal Multichamber convex urostomy bag maxi;;Urostomy bags;14712,Cut to fit 15mm-33mm,White,maxi
Assura Soft Seal Multichamber convex urostomy bag maxi;;Urostomy bags;14713,Cut to fit 15mm-43mm,White,maxi
Assura Soft Seal Multichamber convex urostomy bag maxi;;Urostomy bags;14716,Cut to fit 15mm-33mm,Transparent,maxi
Assura Soft Seal two piece ostomy system convex baseplate;;Two piece ostomy systems;14262,50mm flange, starter hole 15mm-33mm
Assura Soft Seal two piece ostomy system convex baseplate;;Two piece ostomy systems;14263,60mm flange, starter hole 15mm-43mm
Assura Soft Seal two piece ostomy system convex baseplate;;Two piece ostomy systems;14272,40mm flange, 21mm stoma
Assura Soft Seal two piece ostomy system convex baseplate;;Two piece ostomy systems;14273,50mm flange, 25mm stoma
Assura Soft Seal two piece ostomy system convex baseplate;;Two piece ostomy systems;14275,50mm flange, 31mm stoma
Assura colostomy bag with filter, maxi;;Colostomy bags;2486,35mm,Clear,maxi
Assura colostomy bag with filter, maxi;;Colostomy bags;2515,30mm,Opaque,maxi
Assura colostomy bag with filter, maxi;;Colostomy bags;2517,40mm,Opaque,maxi
Assura colostomy bag with filter, midi;;BAG;2461-2469
Assura colostomy bag with filter, midi;;BAG;2471-2479
Assura colostomy bag with filter, midi;;Colostomy bags;2461,Starter hole 20mm,Opaque,midi
Assura colostomy bag with filter, midi;;Colostomy bags;2465,30mm,Opaque,midi
Assura colostomy bag with filter, midi;;Colostomy bags;2468,45mm,Opaque,midi
Assura ileostomy bag maxi;;BAG;2490-2497
Assura ileostomy bag maxi;;BAG;2520-2527
Assura ileostomy bag midi;;BAG;2450-2457
Assura ileostomy bag midi;;Ileostomy bags;2440,Starter hole 10mm,Opaque,midi
Assura irrigation sleeve;;Irrigation appliances;12834
Assura irrigation sleeve;;Irrigation appliances;12836
Assura irrigation supporting plate;;Ostomy pressure plates/shields;12820
Assura two piece ostomy system baseplate;;BASE PLATES;13141-61
Assura two piece ostomy system baseplate;;Two piece ostomy systems;13151,50mm baseplate, 15mm-45mm stoma
Assura two piece ostomy system baseplate;;Two piece ostomy systems;13161,60mm baseplate, 15mm-55mm stoma
Assura two piece ostomy system baseplate paediatric;;BASE PLATES;2180
Assura two piece ostomy system colostomy bag maxi;;BAG;2784-2786
Assura two piece ostomy system colostomy bag maxi;;BAG;2814-2816
Assura two piece ostomy system colostomy bag midi;;BAG;2764-2766
Assura two piece ostomy system colostomy bag midi;;BAG;2774-2776
Assura two piece ostomy system colostomy bag midi;;Two piece ostomy systems;2765,50mm,Opaque,midi
Assura two piece ostomy system colostomy bag midi;;Two piece ostomy systems;2766,60mm,Opaque,midi
Assura two piece ostomy system colostomy bag mini;;Two piece ostomy systems;2725,50mm,Opaque,mini
Assura two piece ostomy system ileostomy bag maxi;;BAG;2824-2826
Assura two piece ostomy system ileostomy bag maxi;;Two piece ostomy systems;2825,50mm,Opaque,maxi
Assura two piece ostomy system ileostomy bag midi;;BAG;2744-2745
Assura two piece ostomy system ileostomy bag midi;;Two piece ostomy systems;2744,40mm,Opaque,midi
Assura two piece ostomy system ileostomy bag paediatric;;Two piece ostomy systems;2150,40mm,Opaque
Assura two piece ostomy system urostomy bag maxi;;BAG;2874-2876
Assura two piece ostomy system urostomy bag maxi;;Two piece ostomy systems;2874,40mm,Clear,maxi
Assura two piece ostomy system urostomy bag maxi;;Two piece ostomy systems;2876,60mm,Clear,maxi
Assura two piece ostomy system urostomy bag midi;;BAG;2854-2855
Assura two piece ostomy system urostomy bag paediatric;;BAG;2175
Assura urostomy bag paediatric;;BAG;2135
Atarax 10mg tablets;0304010J0BBAAAB;Tablet;10mg
Atarax 25mg tablets;0304010J0BBABAC;Tablet;25mg
Atimos Modulite 12micrograms/dose inhaler;0301011E0BDAAAD;Pressurised inhalation;12microgram/dose
Ativan 4mg/1ml solution for injection ampoules;0401020P0BCAAAA;Solution for injection;4mg/1ml
Atopiclair cream;;Cream;
Atopiclair lotion;;Cream;
Atrauman dressing 10cm x 20cm;;WOUND MAN DRESS;10CMX20CM
Atrauman dressing 5cm x 5cm;;WOUND MAN DRESS;5CMX5CM
Atrauman dressing 7.5cm x 10cm;;WOUND MAN DRESS;7.5CMX10C
Atrogel Arnica gel;1003020ADBBAAAA;Gel;
Atrolak XL 200mg tablets;0402010ABBGABAW;Modified-release tablet;200mg
Atrolak XL 300mg tablets;0402010ABBGACAX;Modified-release tablet;300mg
Atrolak XL 50mg tablets;0402010ABBGAAAV;Modified-release tablet;50mg
Atropine 1mg/5ml solution for injection pre-filled syringes;1501030D0AABHBH;Solution for injection;1mg/5ml
Atrovent 20micrograms/dose inhaler CFC free;0301020I0BBAJAN;Pressurised inhalation;20microgram/dose
Atrovent 250micrograms/1ml nebuliser liquid UDVs;0301020I0BBAFAF;Nebuliser liquid;250microgram/1ml
Atrovent 500micrograms/2ml nebuliser liquid UDVs;0301020I0BBACAC;Nebuliser liquid;500microgram/2ml
Attia 200mg modified-release capsules;0209000L0BGAAAM;Modified-release capsule;200mg
Audavate 0.1% ointment;1304000F0BGABBA;Ointment;0.10%
Audavate RD 0.025% cream;1304000F0BGACAB;Cream;0.03%
Audavate RD 0.025% ointment;1304000F0BGAABB;Ointment;0.03%
Audmonal 60mg capsules;0102000A0BDAAAA;Capsule;60mg
Audmonal Forte 120mg capsules;0102000A0BDABAB;Capsule;120mg
Augmentin 125/31 SF oral suspension;0501013K0BBAJAD;Oral suspension;125mg/31mg/5ml
Augmentin 250/62 SF oral suspension;0501013K0BBAKAG;Oral suspension;250mg/62mg/5ml
Augmentin 375mg tablets;0501013K0BBAAAA;Tablet;250mg/125mg
Augmentin 625mg tablets;0501013K0BBALAJ;Tablet;500mg/125mg
Augmentin Intravenous 1.2g powder for solution for injection vials;0501013K0BBAHAF;Powder for solution for injection;1000mg/200mg
Augmentin Intravenous 600mg powder for solution for injection vials;0501013K0BBACAE;Powder for solution for injection;500mg/100mg
Augmentin-Duo 400/57 oral suspension;0501013K0BBAMAK;Oral suspension;400mg/57mg/5ml
Auricare deodorant;;Ostomy deodorants;ACD125
AutoSense testing strips;0601060D0DNAAA0;REAGENT;
Autopen 24 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units;;PEN;3.0ML
Autopen 24 hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units;;PEN;3.0ML
Autopen Classic hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units;;PEN;3.0ML
Autopen Classic hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units;;PEN;3.0ML
Avamys 27.5micrograms/dose nasal spray;1202010W0BBAAAA;Spray;27.5microgram/dose
Avaxim vaccine suspension for injection 0.5ml pre-filled syringes;140400030BCAAAE;Suspension for injection;
Aveeno Bath & Shower oil;;;
Aveeno Daily moisturising lotion with lavender;130201000BBLKA0;;
Aveeno Intense Relief hand cream;130201000BBKXA0;Cream;
Aveeno Skin Relief Soothing shampoo;;Shampoo;
Aveeno bath oil;130201100BBADAH;OIL;
Aveeno body wash;;Wash;
Aveeno cream;130201000BBCJA8;cream;
Aveeno lotion;130201000BBJMCB;lotion;
Aveeno moisturising creamy oil;130201000BBLDA0;Cream;
Avelle dressing 12cm x 21cm;;DRESSING;12 X 21CM
Avelle dressing 12cm x 31cm;;DRESSING;12 X 31CM
Avelle dressing 16cm x 16cm;;DRESSING;16 X 16CM
Avelle dressing 16cm x 21cm;;DRESSING;16 X 21CM
Avelle pump;;PUMP;
Avelox 400mg tablets;0501120Y0BBAAAA;Tablet;400mg
Avena sativa comp drops;;Liquid;
Avene XeraCalm A.D Lipid-Replenishing Cleansing oil;;Liquid;
Avene XeraCalm A.D Lipid-Replenishing balm;;;
Avene XeraCalm A.D Lipid-Replenishing cream;;Cream;
Aviticol 1,000unit capsules;0906040G0DJABBH;Capsule;1000unit
Aviticol 20,000unit capsules;0906040G0DJAADR;Capsule;20000unit
Aviticol 800unit capsules;0906040G0DJACAN;Capsule;800unit
Aviva testing strips;0601060D0CCAAA0;REAGENT;
Avloclor 250mg tablets;0504010F0BBABAB;Tablet;250mg
Avoca 40% silver nitrate pencils;1307000Q0BBAAAB;Stick;40%
Avoca 75% silver nitrate applicators;1307000Q0BBADAC;Stick;75%
Avoca 75% silver nitrate applicators with thick handles;1307000Q0BBAGAC;Stick;75%
Avoca 95% silver nitrate applicators;1307000Q0BBACAE;Stick;95%
Avodart 500microgram capsules;0604020B0BBAAAA;Capsule;500microgram
Avomine 25mg tablets;0406000V0BBAAAA;Tablet;25mg
Axalid 100mg capsules;0408010AEBFADAD;Capsule;100mg
Axalid 150mg capsules;0408010AEBFAEAE;Capsule;150mg
Axalid 200mg capsules;0408010AEBFAFAF;Capsule;200mg
Axalid 225mg capsules;0408010AEBFAGAI;Capsule;225mg
Axalid 25mg capsules;0408010AEBFAAAA;Capsule;25mg
Axalid 300mg capsules;0408010AEBFAHAG;Capsule;300mg
Axalid 50mg capsules;0408010AEBFABAB;Capsule;50mg
Axalid 75mg capsules;0408010AEBFACAC;Capsule;75mg
Axsain 0.075% cream;1003020AABCAAAA;Cream;0.08%
Aymes 2.0kcal liquid;;;4 x 200ml bottles
Aymes 2.0kcal liquid vanilla;;;4 x 200ml bottles
Aymes Complete Starter Pack liquid;090402000BBWLA0;bottle;1 x (4 x 200ml bottles)
Aymes Complete liquid;;Gastroenteral liquid;4 x 200ml bottles
Aymes Complete liquid banana;;Gastroenteral liquid;4 x 200ml bottles
Aymes Complete liquid chocolate;;Gastroenteral liquid;4 x 200ml bottles
Aymes Complete liquid strawberry;;Gastroenteral liquid;4 x 200ml bottles
Aymes Complete liquid vanilla;;Gastroenteral liquid;4 x 200ml bottles
Aymes Creme dessert;;;4 x 125g pots
Aymes Creme dessert vanilla;;;4 x 125g pots
Aymes Shake Compact powder 57g sachets;;Powder;
Aymes Shake Compact powder 57g sachets banana;;sachet;
Aymes Shake Extra powder 85g sachets;;Powder;
Aymes Shake Sample Pack powder;;sachet;57g sachets
Aymes Shake Sample Pack powder;090402000BBVDA0;sachet;1 x (5 x 57g sachets)
Aymes Shake powder;;Powder;7 x 57g sachets
Aymes Shake powder 57g sachets;;Powder;
Aymes Shake powder banana;090402000BBUSA0;Powder;7 x 57g sachets
Aymes Shake powder chocolate;090402000BBURA0;Powder;7 x 57g sachets
Aymes Shake powder strawberry;090402000BBUQA0;Powder;7 x 57g sachets
Aymes oral powder 38g sachets;;Powder;
Aymes oral powder 38g sachets strawberry;090402000BBXHA0;Powder;38g
Aymes oral powder 38g sachets vanilla;090402000BBXGA0;Powder;38g
Azarga 10mg/ml / 5mg/ml eye drops;1106000AJBBAAAA;Eye drops;10mg/ml /  5mg/ml
Azilect 1mg tablets;0409010Y0BBAAAA;Tablet;1mg
Azopt 10mg/ml eye drops;1106000ACBBAAAA;Eye drops;10mg/ml
Azyter 15mg/g eye drops 0.25g unit dose;1103010AIBBAAAA;Eye drops;15m/
B.Braun stoma care belt;;Ostomy belts;5028E
BD AutoShield Duo hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge;;NEEDLE;5MM/30G
BD Micro-Fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge;;SCREW ON NEEDLE;5MM/31G
BD Micro-Fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge;;SCREW ON NEEDLE;8MM/31G
BD Micro-Fine + lancets 0.2mm/33gauge;;LANCET;.20MM/33G
BD Micro-Fine + lancets 0.3mm/30gauge;;LANCET;.30MM/30G
BD Micro-Fine Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge;;NEEDLES;4MM/32
BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.25mm/31gauge;;SYRINGE;0.25MM/31
BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge;;SYRINGE;0.33MM/29
BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge;;SYRINGE;0.3MM/30G
BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge;;SYRINGE;0.33MM/29
BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge;;NEEDLE;4MM/32G
BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge;;NEEDLE;5MM/31G
BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge;;Becton, Dickinson UK Ltd;
BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge;;NEEDLE;8MM/31G
BGStar Ultra-Thin lancets 0.2mm/33gauge;;LANCET;.20MM/33G
BGStar testing strips;0601060D0DEAAA0;REAGENT;
Baby Bear paediatric sterile leg bag;;Sterile leg bags;10125B,150ml bag, adjustable tube
Baby D 1,000units/ml oral solution;0906040G0BHAABN;Oral solution;5000unit/5ml
Bactroban 2% cream;1310011M0BBABAB;Cream;2%
Bactroban 2% nasal ointment;1202030R0BBAAAA;Nasal ointment;2%
Bactroban 2% ointment;1310011M0BBAAAA;Ointment;2%
Balance Activ BV vaginal pH correction gel;;GEL;5ML
Balance Activ pessaries;;PESSARY;
Balmosa cream;1003020N0BDAAAK;Cream;
Balneum 84.75% bath oil;130201100BBAEAA;bath oil;84.75%
Balneum Plus bath oil;130201100BBAGAG;bath oil;82.95% /  15%
Balneum Plus cream;1302010U0BHAAAN;Cream;5% /  3%
Balneum cream;;CREAM;
Bambec 10mg tablets;;tablets;10mg
Bambec 10mg tablets;0301011B0BBAAAA;Tablet;10mg
Bambec 20mg tablets;0301011B0BBABAB;Tablet;20mg
Bardex I.C. Bard Tray catheter female 12Ch;;FOLEY  CATHETER FEMALE;D23695L12
Bardex I.C. Bard Tray catheter female 12Ch;;FOLEY  CATHETER FEMALE;D23695M12
Bardex I.C. Bard Tray catheter female 12Ch;;FOLEY  CATHETER FEMALE;D23695S12
Bardex I.C. Bard Tray catheter female 14Ch;;FOLEY  CATHETER FEMALE;D23695L14
Bardex I.C. Bard Tray catheter female 14Ch;;FOLEY  CATHETER FEMALE;D23695M14
Bardex I.C. Bard Tray catheter female 14Ch;;FOLEY  CATHETER FEMALE;D23695S14
Bardex I.C. Bard Tray catheter female 16Ch;;FOLEY  CATHETER FEMALE;D23695L16
Bardex I.C. Bard Tray catheter female 16Ch;;FOLEY  CATHETER FEMALE;D23695M16
Bardex I.C. Bard Tray catheter male 12Ch;;FOLEY  CATHETER MALE;D23655L12
Bardex I.C. Bard Tray catheter male 12Ch;;FOLEY  CATHETER MALE;D23655M12
Bardex I.C. Bard Tray catheter male 12Ch;;FOLEY  CATHETER MALE;D23655S12
Bardex I.C. Bard Tray catheter male 14Ch;;FOLEY  CATHETER MALE;D23655L14
Bardex I.C. Bard Tray catheter male 14Ch;;FOLEY  CATHETER MALE;D23655M14
Bardex I.C. Bard Tray catheter male 14Ch;;FOLEY  CATHETER MALE;D23655S14
Bardex I.C. Bard Tray catheter male 16Ch;;FOLEY  CATHETER MALE;D23655L16
Bardex I.C. Bard Tray catheter male 16Ch;;FOLEY  CATHETER MALE;D23655M16
Bardex I.C. Bard Tray catheter male 16Ch;;FOLEY  CATHETER MALE;D23655S16
Bardex I.C. silver alloy coated pre-filled catheter female 12Ch;;FOLEY  CATHETER FEMALE;D236912S
Bardex I.C. silver alloy coated pre-filled catheter female 14Ch;;FOLEY  CATHETER FEMALE;D236914S
Bardex I.C. silver alloy coated pre-filled catheter female 16Ch;;FOLEY  CATHETER FEMALE;D236916S
Bardex I.C. silver alloy coated pre-filled catheter male 12Ch;;FOLEY  CATHETER MALE;D236512S
Bardex I.C. silver alloy coated pre-filled catheter male 14Ch;;FOLEY  CATHETER MALE;D236514S
Bardex I.C. silver alloy coated pre-filled catheter male 16Ch;;FOLEY  CATHETER MALE;D236516S
Bardex I.C. silver alloy coated pre-filled catheter male 18Ch;;FOLEY  CATHETER MALE;D236518S
Bardex I.C. silver alloy coated pre-filled catheter male 20Ch;;FOLEY  CATHETER MALE;D236520S
Barkat gluten free all purpose flour mix;0904010AABDABAL;;
Barkat gluten free bread and cake mix;0904010AABDAGAL;;
Barkat gluten free bread mix;0904010AABDAAAL;;
Barkat gluten free brown rice bread;0904010U0BIAAAA;;
Barkat gluten free brown rice pizza crust;0904010U0BIACAA;;
Barkat gluten free coffee biscuits;0904010A0BKABBF;;
Barkat gluten free cornflakes;0904010ACBEABAC;cornflakes;
Barkat gluten free crackers;0904010A0BKAFBF;cracker;
